# sentence-text: From the AP comes this story :
2	like	like	ADP	3
3	this	this	PRON	1
4	sure	sure	ADV	5
5	makes	make	VERB	0
6	me	I	PRON	7
7	want	want	VERB	5
8	to	to	PART	9
9	rush	rush	VERB	7
10	right	right	ADV	11
11	out	out	ADV	9
12	and	and	CONJ	9
13	rescue	rescue	VERB	9
14	people	people	NOUN	13
15	from	from	ADP	16
16	dilemmas	dilemma	NOUN	13
17	of	of	ADP	20
18	their	they	PRON	20
19	own	own	ADJ	20
20	making	making	NOUN	16
21	.	.	PUNCT	5

# sentence-text: Though I am loathe to quote other writers at legnth in this space, this little bit from Dan Froomkin's "White House Briefing" column in the WashPost today is just too good to pass up (read the whole column here ):
1	Though	though	SCONJ	4
2	I	I	PRON	4
3	am	be	VERB	4
4	loathe	loathe	ADJ	35
5	to	to	PART	6
6	quote	quote	VERB	4
7	other	other	ADJ	8
8	writers	writer	NOUN	6
9	at	at	ADP	10
10	legnth	legnth	NOUN	6
11	in	in	ADP	13
12	this	this	DET	13
13	space	space	NOUN	6
14	,	,	PUNCT	35
15	this	this	DET	17
16	little	little	ADJ	17
17	bit	bit	NOUN	35
18	from	from	ADP	27
19	Dan	Dan	PROPN	20
20	Froomkin	Froomkin	PROPN	27
21	's	's	PART	20
22	"	"	PUNCT	20
23	White	White	PROPN	24
24	House	House	PROPN	27
25	Briefing	Briefing	PROPN	27
26	"	"	PUNCT	27
27	column	column	NOUN	17
28	in	in	ADP	30
29	the	the	DET	30
30	WashPost	WashPost	PROPN	27
31	today	today	NOUN	27
32	is	be	VERB	35
33	just	just	ADV	35
34	too	too	ADV	35
35	good	good	ADJ	0
36	to	to	PART	37
37	pass	pass	VERB	35
38	up	up	ADP	37
39	(	(	PUNCT	40
40	read	read	VERB	35
41	the	the	DET	43
42	whole	whole	ADJ	43
43	column	column	NOUN	40
44	here	here	ADV	43
45	)	)	PUNCT	40
46	:	:	PUNCT	35

# sentence-text: At the Ask the President event on Friday, one of the questions was about whether Bush has any thoughts about his memoirs.
1	At	at	ADP	6
2	the	the	DET	6
3	Ask	ask	VERB	6
4	the	the	DET	5
5	President	President	PROPN	3
6	event	event	NOUN	14
7	on	on	ADP	8
8	Friday	Friday	PROPN	6
9	,	,	PUNCT	14
10	one	one	NUM	14
11	of	of	ADP	13
12	the	the	DET	13
13	questions	question	NOUN	10
14	was	be	VERB	0
15	about	about	SCONJ	18
16	whether	whether	SCONJ	18
17	Bush	Bush	PROPN	18
18	has	have	VERB	14
19	any	any	DET	20
20	thoughts	thought	NOUN	18
21	about	about	ADP	23
22	his	he	PRON	23
23	memoirs	memoirs	NOUN	20
24	.	.	PUNCT	14

# sentence-text: This is one example of what happens when Bush gets a question that he hasn't anticipated.
1	This	this	PRON	4
2	is	be	VERB	4
3	one	one	NUM	4
4	example	example	NOUN	0
5	of	of	SCONJ	6
6	what	what	PRON	4
7	happens	happen	VERB	6
8	when	when	ADV	10
9	Bush	Bush	PROPN	10
10	gets	get	VERB	7
11	a	a	DET	12
12	question	question	NOUN	10
13	that	that	PRON	17
14	he	he	PRON	17
15	has	have	AUX	17
16	n't	not	PART	17
17	anticipated	anticipate	VERB	12
18	.	.	PUNCT	4

# sentence-text: "Q Thank you -- I was wondering, there's a lot of talk right now about memoirs being written with the former President.
1	"	"	PUNCT	2
2	Q	q	NOUN	0
3	Thank	thank	VERB	2
4	you	you	PRON	3
5	--	--	PUNCT	3
6	I	I	PRON	8
7	was	be	AUX	8
8	wondering	wonder	VERB	3
9	,	,	PUNCT	3
10	there	there	PRON	11
11	's	be	VERB	3
12	a	a	DET	13
13	lot	lot	NOUN	11
14	of	of	ADP	15
15	talk	talk	NOUN	13
16	right	right	ADV	17
17	now	now	ADV	11
18	about	about	SCONJ	21
19	memoirs	memoirs	NOUN	21
20	being	be	AUX	21
21	written	write	VERB	11
22	with	with	ADP	25
23	the	the	DET	25
24	former	former	ADJ	25
25	President	President	PROPN	21
26	.	.	PUNCT	2

# sentence-text: After you are elected in 2004, what will your memoirs say about you, what will the title be, and what will the main theme say?
1	After	after	SCONJ	4
2	you	you	PRON	4
3	are	be	AUX	4
4	elected	elect	VERB	12
5	in	in	ADP	6
6	2004	2004	NUM	4
7	,	,	PUNCT	12
8	what	what	PRON	12
9	will	will	AUX	12
10	your	you	PRON	11
11	memoirs	memoirs	NOUN	12
12	say	say	VERB	0
13	about	about	ADP	14
14	you	you	PRON	12
15	,	,	PUNCT	12
16	what	what	PRON	12
17	will	will	AUX	16
18	the	the	DET	19
19	title	title	NOUN	16
20	be	be	VERB	16
21	,	,	PUNCT	12
22	and	and	CONJ	12
23	what	what	DET	28
24	will	will	AUX	28
25	the	the	DET	27
26	main	main	ADJ	27
27	theme	theme	NOUN	28
28	say	say	VERB	12
29	?	?	PUNCT	12

# sentence-text: "THE PRESIDENT: I appreciate that.
1	"	"	PUNCT	3
2	THE	the	DET	3
3	PRESIDENT	PRESIDENT	PROPN	0
4	:	:	PUNCT	3
5	I	I	PRON	6
6	appreciate	appreciate	VERB	3
7	that	that	PRON	6
8	.	.	PUNCT	3

# sentence-text: (Laughter.)
1	(	(	PUNCT	2
2	Laughter	laughter	NOUN	0
3	.	.	PUNCT	2
4	)	)	PUNCT	2

# sentence-text: There is a painting on my wall in the Oval -- first of all, I don't know.
1	There	there	PRON	2
2	is	be	VERB	0
3	a	a	DET	4
4	painting	painting	NOUN	2
5	on	on	ADP	7
6	my	my	PRON	7
7	wall	wall	NOUN	2
8	in	in	ADP	10
9	the	the	DET	10
10	Oval	Oval	PROPN	7
11	--	--	PUNCT	2
12	first	first	ADV	19
13	of	of	ADP	14
14	all	all	DET	12
15	,	,	PUNCT	19
16	I	I	PRON	19
17	do	do	AUX	19
18	n't	not	PART	19
19	know	know	VERB	2
20	.	.	PUNCT	19

# sentence-text: I'm just speculating now.
1	I	I	PRON	4
2	'm	be	AUX	4
3	just	just	ADV	4
4	speculating	speculate	VERB	0
5	now	now	ADV	4
6	.	.	PUNCT	4

# sentence-text: I really haven't thought about writing a book.
1	I	I	PRON	5
2	really	really	ADV	5
3	have	have	AUX	5
4	n't	not	PART	5
5	thought	think	VERB	0
6	about	about	SCONJ	7
7	writing	write	VERB	5
8	a	a	DET	9
9	book	book	NOUN	7
10	.	.	PUNCT	5

# sentence-text: My life is too complicated right now trying to do my job.
1	My	my	PRON	2
2	life	life	NOUN	5
3	is	be	VERB	5
4	too	too	ADV	5
5	complicated	complicated	ADJ	0
6	right	right	ADV	7
7	now	now	ADV	5
8	trying	try	VERB	5
9	to	to	PART	10
10	do	do	VERB	8
11	my	my	PRON	12
12	job	job	NOUN	10
13	.	.	PUNCT	5

# sentence-text: (Laughter.)
1	(	(	PUNCT	2
2	Laughter	laughter	NOUN	0
3	.	.	PUNCT	2
4	)	)	PUNCT	2

# sentence-text: But if -- there's a painting on the wall in the Oval Office that shows a horseman charging up a steep cliff, and there are at least two other horsemen following.
1	But	but	CONJ	5
2	if	if	ADP	5
3	--	--	PUNCT	5
4	there	there	PRON	5
5	's	be	VERB	0
6	a	a	DET	7
7	painting	painting	NOUN	5
8	on	on	ADP	10
9	the	the	DET	10
10	wall	wall	NOUN	7
11	in	in	ADP	14
12	the	the	DET	14
13	Oval	Oval	PROPN	14
14	Office	Office	PROPN	10
15	that	that	PRON	16
16	shows	show	VERB	7
17	a	a	DET	18
18	horseman	horseman	NOUN	16
19	charging	charge	VERB	18
20	up	up	ADP	23
21	a	a	DET	23
22	steep	steep	ADJ	23
23	cliff	cliff	NOUN	19
24	,	,	PUNCT	5
25	and	and	CONJ	5
26	there	there	PRON	27
27	are	be	VERB	5
28	at	at	ADV	29
29	least	least	ADV	30
30	two	two	NUM	32
31	other	other	ADJ	32
32	horsemen	horseman	NOUN	27
33	following	follow	VERB	32
34	.	.	PUNCT	5

# sentence-text: It's a Western scene by a guy named W.H.S. Koerner called 'A Charge to Keep.'
1	It	it	PRON	5
2	's	be	VERB	5
3	a	a	DET	5
4	Western	western	ADJ	5
5	scene	scene	NOUN	0
6	by	by	ADP	8
7	a	a	DET	8
8	guy	guy	NOUN	5
9	named	name	VERB	8
10	W.H.S.	W.H.S.	PROPN	11
11	Koerner	Koerner	PROPN	9
12	called	call	VERB	5
13	'	'	PUNCT	12
14	A	a	DET	15
15	Charge	Charge	PROPN	12
16	to	to	PART	17
17	Keep	keep	VERB	15
18	.	.	PUNCT	5
19	'	'	PUNCT	5

# sentence-text: It's on loan, by the way, from a guy named Joe O'Neill in Midland, Texas.
1	It	it	PRON	4
2	's	be	VERB	4
3	on	on	ADP	4
4	loan	loan	NOUN	0
5	,	,	PUNCT	4
6	by	by	ADP	8
7	the	the	DET	8
8	way	way	NOUN	4
9	,	,	PUNCT	4
10	from	from	ADP	12
11	a	a	DET	12
12	guy	guy	NOUN	4
13	named	name	VERB	12
14	Joe	Joe	PROPN	15
15	O'Neill	O'Neill	PROPN	13
16	in	in	ADP	17
17	Midland	Midland	PROPN	12
18	,	,	PUNCT	17
19	Texas	Texas	PROPN	17
20	.	.	PUNCT	4

# sentence-text: He was the person, he and his wife Jan, introduced -- reintroduced me and Laura in his backyard in July of 1977.
1	He	he	PRON	4
2	was	be	VERB	4
3	the	the	DET	4
4	person	person	NOUN	0
5	,	,	PUNCT	4
6	he	he	PRON	12
7	and	and	CONJ	6
8	his	he	PRON	9
9	wife	wife	NOUN	6
10	Jan	Jan	PROPN	9
11	,	,	PUNCT	14
12	introduced	introduce	VERB	4
13	--	--	PUNCT	14
14	reintroduced	reintroduce	VERB	12
15	me	I	PRON	14
16	and	and	CONJ	15
17	Laura	Laura	PROPN	15
18	in	in	ADP	20
19	his	he	PRON	20
20	backyard	backyard	NOUN	14
21	in	in	ADP	22
22	July	July	PROPN	14
23	of	of	ADP	24
24	1977	1977	NUM	22
25	.	.	PUNCT	4

# sentence-text: Four months later, we were married.
1	Four	four	NUM	2
2	months	month	NOUN	3
3	later	later	ADV	7
4	,	,	PUNCT	7
5	we	we	PRON	7
6	were	be	AUX	7
7	married	marry	VERB	0
8	.	.	PUNCT	7

# sentence-text: So he's got a -- I'm a decision-maker and I can make good decisions.
1	So	so	ADV	12
2	he	he	PRON	4
3	's	be	AUX	4
4	got	get	VERB	0
5	a	a	DET	4
6	--	--	PUNCT	12
7	I	I	PRON	12
8	'm	be	VERB	12
9	a	a	DET	12
10	decision	decision	NOUN	12
11	-	-	PUNCT	12
12	maker	maker	NOUN	4
13	and	and	CONJ	12
14	I	I	PRON	16
15	can	can	AUX	16
16	make	make	VERB	12
17	good	good	ADJ	18
18	decisions	decision	NOUN	16
19	.	.	PUNCT	4

# sentence-text: (Applause.)
1	(	(	PUNCT	2
2	Applause	applause	NOUN	0
3	.	.	PUNCT	2
4	)	)	PUNCT	2

# sentence-text: "And so we sang this hymn -- this is a long story trying to get to your answer.
1	"	"	PUNCT	5
2	And	and	CONJ	5
3	so	so	ADV	5
4	we	we	PRON	5
5	sang	sing	VERB	0
6	this	this	DET	7
7	hymn	hymn	NOUN	5
8	--	--	PUNCT	5
9	this	this	PRON	13
10	is	be	VERB	13
11	a	a	DET	13
12	long	long	ADJ	13
13	story	story	NOUN	5
14	trying	try	VERB	13
15	to	to	PART	16
16	get	get	VERB	14
17	to	to	ADP	19
18	your	you	PRON	19
19	answer	answer	NOUN	16
20	.	.	PUNCT	5

# sentence-text: (Laughter.)
1	(	(	PUNCT	2
2	Laughter	laughter	NOUN	0
3	.	.	PUNCT	2
4	)	)	PUNCT	2

# sentence-text: This is not a filibuster.
1	This	this	PRON	5
2	is	be	VERB	5
3	not	not	PART	5
4	a	a	DET	5
5	filibuster	filibuster	NOUN	0
6	.	.	PUNCT	5

# sentence-text: (Laughter.)
1	(	(	PUNCT	2
2	Laughter	laughter	NOUN	0
3	.	.	PUNCT	2
4	)	)	PUNCT	2

# sentence-text: That's a Senate term -- particularly on good judges.
1	That	that	PRON	5
2	's	be	VERB	5
3	a	a	DET	5
4	Senate	Senate	PROPN	5
5	term	term	NOUN	0
6	--	--	PUNCT	5
7	particularly	particularly	ADV	10
8	on	on	ADP	10
9	good	good	ADJ	10
10	judges	judge	NOUN	5
11	.	.	PUNCT	5

# sentence-text: (Applause.)
1	(	(	PUNCT	2
2	Applause	applause	NOUN	0
3	.	.	PUNCT	2
4	)	)	PUNCT	2

# sentence-text: The hymn was sung at my first inaugural church service as governor.
1	The	the	DET	2
2	hymn	hymn	NOUN	4
3	was	be	AUX	4
4	sung	sing	VERB	0
5	at	at	ADP	10
6	my	my	PRON	10
7	first	first	ADJ	10
8	inaugural	inaugural	ADJ	10
9	church	church	NOUN	10
10	service	service	NOUN	4
11	as	as	ADP	12
12	governor	governor	NOUN	10
13	.	.	PUNCT	4

# sentence-text: Laura and I are Methodists.
1	Laura	Laura	PROPN	5
2	and	and	CONJ	1
3	I	I	PRON	1
4	are	be	VERB	5
5	Methodists	Methodists	PROPN	0
6	.	.	PUNCT	5

# sentence-text: One of the Wesley boys wrote the hymn.
1	One	one	NUM	6
2	of	of	ADP	5
3	the	the	DET	5
4	Wesley	Wesley	PROPN	5
5	boys	boy	NOUN	1
6	wrote	write	VERB	0
7	the	the	DET	8
8	hymn	hymn	NOUN	6
9	.	.	PUNCT	6

# sentence-text: The painting is based upon the hymn called, 'A Charge to Keep.'
1	The	the	DET	2
2	painting	painting	NOUN	4
3	is	be	AUX	4
4	based	base	VERB	0
5	upon	upon	ADP	7
6	the	the	DET	7
7	hymn	hymn	NOUN	4
8	called	call	VERB	7
9	,	,	PUNCT	8
10	'	'	PUNCT	8
11	A	a	DET	12
12	Charge	Charge	PROPN	8
13	to	to	PART	14
14	Keep	keep	VERB	12
15	.	.	PUNCT	4
16	'	'	PUNCT	4

# sentence-text: I have.
1	I	I	PRON	2
2	have	have	VERB	0
3	.	.	PUNCT	2

# sentence-text: The hymn talks about serving something greater than yourself in life.
1	The	the	DET	2
2	hymn	hymn	NOUN	3
3	talks	talk	VERB	0
4	about	about	SCONJ	5
5	serving	serve	VERB	3
6	something	something	PRON	5
7	greater	greater	ADJ	6
8	than	than	ADP	9
9	yourself	yourself	PRON	7
10	in	in	ADP	11
11	life	life	NOUN	5
12	.	.	PUNCT	3

# sentence-text: I -- which I try to do, as best as I possibly can.
1	I	I	PRON	0
2	--	--	PUNCT	1
3	which	which	PRON	7
4	I	I	PRON	5
5	try	try	VERB	1
6	to	to	PART	7
7	do	do	VERB	5
8	,	,	PUNCT	7
9	as	as	ADV	10
10	best	best	ADV	7
11	as	as	SCONJ	14
12	I	I	PRON	14
13	possibly	possibly	ADV	14
14	can	can	AUX	10
15	.	.	PUNCT	1

# sentence-text: (Applause.)
1	(	(	PUNCT	2
2	Applause	applause	NOUN	0
3	.	.	PUNCT	2
4	)	)	PUNCT	2

# sentence-text: "The book -- I guess one way, one thing to think about it is -- one of the themes would be, I was given a charge to keep.
1	"	"	PUNCT	23
2	The	the	DET	3
3	book	book	NOUN	0
4	--	--	PUNCT	3
5	I	I	PRON	6
6	guess	guess	VERB	3
7	one	one	NUM	8
8	way	way	NOUN	6
9	,	,	PUNCT	16
10	one	one	NUM	11
11	thing	thing	NOUN	16
12	to	to	PART	13
13	think	think	VERB	11
14	about	about	ADP	15
15	it	it	PRON	13
16	is	be	VERB	6
17	--	--	PUNCT	23
18	one	one	NUM	23
19	of	of	ADP	21
20	the	the	DET	21
21	themes	theme	NOUN	18
22	would	would	AUX	23
23	be	be	VERB	16
24	,	,	PUNCT	23
25	I	I	PRON	27
26	was	be	AUX	27
27	given	give	VERB	23
28	a	a	DET	29
29	charge	charge	NOUN	27
30	to	to	PART	31
31	keep	keep	VERB	29
32	.	.	PUNCT	23

# sentence-text: And I gave it all my heart, all my energy, based upon principles that did not change once I got into the Oval Office.
1	And	and	CONJ	3
2	I	I	PRON	3
3	gave	give	VERB	0
4	it	it	PRON	3
5	all	all	DET	7
6	my	my	PRON	7
7	heart	heart	NOUN	3
8	,	,	PUNCT	7
9	all	all	DET	11
10	my	my	PRON	11
11	energy	energy	NOUN	7
12	,	,	PUNCT	3
13	based	base	VERB	15
14	upon	upon	ADP	15
15	principles	principle	NOUN	3
16	that	that	PRON	19
17	did	do	AUX	19
18	not	not	PART	19
19	change	change	VERB	15
20	once	once	SCONJ	22
21	I	I	PRON	22
22	got	get	VERB	19
23	into	into	ADP	26
24	the	the	DET	26
25	Oval	Oval	PROPN	26
26	Office	Office	PROPN	22
27	.	.	PUNCT	3

# sentence-text: (Applause.)"
1	(	(	PUNCT	2
2	Applause	applause	NOUN	0
3	.	.	PUNCT	2
4	)	)	PUNCT	2
5	"	"	PUNCT	2

# sentence-text: Now that's a rambling response.
1	Now	now	ADV	6
2	that	that	PRON	6
3	's	be	VERB	6
4	a	a	DET	6
5	rambling	rambling	ADJ	6
6	response	response	NOUN	0
7	.	.	PUNCT	6

# sentence-text: And I have to wonder: Did he forget that he already has a memoir called "A Charge to Keep"?
1	And	and	CONJ	9
2	I	I	PRON	3
3	have	have	VERB	0
4	to	to	PART	5
5	wonder	wonder	VERB	3
6	:	:	PUNCT	9
7	Did	do	AUX	9
8	he	he	PRON	9
9	forget	forget	VERB	3
10	that	that	SCONJ	13
11	he	he	PRON	13
12	already	already	ADV	13
13	has	have	VERB	9
14	a	a	DET	15
15	memoir	memoir	NOUN	13
16	called	call	VERB	15
17	"	"	PUNCT	19
18	A	a	DET	19
19	Charge	Charge	PROPN	16
20	to	to	PART	21
21	Keep	keep	VERB	19
22	"	"	PUNCT	19
23	?	?	PUNCT	9

# sentence-text: That was the name of his "autobiography" -- ghost-written by adviser Karen Hughes in 1999.
1	That	that	PRON	4
2	was	be	VERB	4
3	the	the	DET	4
4	name	name	NOUN	0
5	of	of	ADP	8
6	his	he	PRON	8
7	"	"	PUNCT	8
8	autobiography	autobiography	NOUN	4
9	"	"	PUNCT	8
10	--	--	PUNCT	8
11	ghost	ghost	NOUN	13
12	-	-	PUNCT	13
13	written	write	VERB	8
14	by	by	ADP	17
15	adviser	adviser	NOUN	17
16	Karen	Karen	PROPN	17
17	Hughes	Hughes	PROPN	13
18	in	in	ADP	19
19	1999	1999	NUM	13
20	.	.	PUNCT	4

# sentence-text: There has been random speculation about Google developiong a new browser and/or acquiring Firefox.
1	There	there	PRON	3
2	has	have	AUX	3
3	been	be	VERB	0
4	random	random	ADJ	5
5	speculation	speculation	NOUN	3
6	about	about	SCONJ	8
7	Google	Google	PROPN	8
8	developiong	developiong	VERB	5
9	a	a	DET	11
10	new	new	ADJ	11
11	browser	browser	NOUN	8
12	and	and	CONJ	8
13	/	/	SYM	8
14	or	or	CONJ	8
15	acquiring	acquire	VERB	8
16	Firefox	Firefox	PROPN	15
17	.	.	PUNCT	3

# sentence-text: It is true that Google has been in acquisition mode.
1	It	it	PRON	3
2	is	be	VERB	3
3	true	true	ADJ	0
4	that	that	SCONJ	10
5	Google	Google	PROPN	10
6	has	have	AUX	10
7	been	be	VERB	10
8	in	in	ADP	10
9	acquisition	acquisition	NOUN	10
10	mode	mode	NOUN	3
11	.	.	PUNCT	3

# sentence-text: They have acquired Urchin, Zipdash, Applied Semantics, Picasa, Blogger, and satellite imaging company Keyhole, so why not Firefox?
1	They	they	PRON	3
2	have	have	AUX	3
3	acquired	acquire	VERB	0
4	Urchin	Urchin	PROPN	3
5	,	,	PUNCT	4
6	Zipdash	Zipdash	PROPN	4
7	,	,	PUNCT	4
8	Applied	Applied	PROPN	9
9	Semantics	Semantics	PROPN	4
10	,	,	PUNCT	4
11	Picasa	Picasa	PROPN	4
12	,	,	PUNCT	4
13	Blogger	Blogger	PROPN	4
14	,	,	PUNCT	4
15	and	and	CONJ	4
16	satellite	satellite	NOUN	17
17	imaging	imaging	NOUN	18
18	company	company	NOUN	19
19	Keyhole	Keyhole	PROPN	4
20	,	,	PUNCT	3
21	so	so	ADV	24
22	why	why	ADV	24
23	not	not	PART	24
24	Firefox	Firefox	PROPN	3
25	?	?	PUNCT	3

# sentence-text: I have no inside information, but I have been following links today that strongly indicate that Google is damn serious about securing permanent control of the leading edge browser technology in Firefox.
1	I	I	PRON	2
2	have	have	VERB	0
3	no	no	DET	5
4	inside	inside	ADJ	5
5	information	information	NOUN	2
6	,	,	PUNCT	2
7	but	but	CONJ	2
8	I	I	PRON	11
9	have	have	AUX	11
10	been	be	AUX	11
11	following	follow	VERB	2
12	links	link	NOUN	11
13	today	today	NOUN	11
14	that	that	PRON	16
15	strongly	strongly	ADV	16
16	indicate	indicate	VERB	12
17	that	that	SCONJ	21
18	Google	Google	PROPN	21
19	is	be	VERB	21
20	damn	damn	ADV	21
21	serious	serious	ADJ	16
22	about	about	SCONJ	23
23	securing	secure	VERB	21
24	permanent	permanent	ADJ	25
25	control	control	NOUN	23
26	of	of	ADP	31
27	the	the	DET	31
28	leading	lead	VERB	29
29	edge	edge	NOUN	31
30	browser	browser	NOUN	31
31	technology	technology	NOUN	25
32	in	in	ADP	33
33	Firefox	Firefox	PROPN	31
34	.	.	PUNCT	2

# sentence-text: Ben Goodger is the lead engineer for Mozilla Firefox.
1	Ben	Ben	PROPN	2
2	Goodger	Goodger	PROPN	6
3	is	be	VERB	6
4	the	the	DET	6
5	lead	lead	ADJ	6
6	engineer	engineer	NOUN	0
7	for	for	ADP	9
8	Mozilla	Mozilla	PROPN	9
9	Firefox	Firefox	PROPN	6
10	.	.	PUNCT	6

# sentence-text: He announced this in January:
1	He	he	PRON	2
2	announced	announce	VERB	0
3	this	this	PRON	2
4	in	in	ADP	5
5	January	January	PROPN	2
6	:	:	PUNCT	2

# sentence-text: As of January 10, 2005, my source of income changed from The Mozilla Foundation to Google, Inc. of Mountain View, California.
1	As	as	ADP	3
2	of	of	ADP	1
3	January	January	PROPN	12
4	10	10	NUM	3
5	,	,	PUNCT	3
6	2005	2005	NUM	3
7	,	,	PUNCT	12
8	my	my	PRON	9
9	source	source	NOUN	12
10	of	of	ADP	11
11	income	income	NOUN	9
12	changed	change	VERB	0
13	from	from	ADP	16
14	The	the	DET	16
15	Mozilla	Mozilla	PROPN	16
16	Foundation	Foundation	PROPN	12
17	to	to	ADP	20
18	Google	Google	PROPN	20
19	,	,	PUNCT	20
20	Inc.	Inc.	PROPN	12
21	of	of	ADP	23
22	Mountain	Mountain	PROPN	23
23	View	View	PROPN	20
24	,	,	PUNCT	23
25	California	California	PROPN	23
26	.	.	PUNCT	12

# sentence-text: My role with Firefox and the Mozilla project will remain largely unchanged, I will continue doing much the same work as I have described above - with the new goal of successful 1.1, 1.5 and 2.0 releases.
1	My	my	PRON	2
2	role	role	NOUN	10
3	with	with	ADP	4
4	Firefox	Firefox	PROPN	2
5	and	and	CONJ	4
6	the	the	DET	8
7	Mozilla	Mozilla	PROPN	8
8	project	project	NOUN	4
9	will	will	AUX	10
10	remain	remain	VERB	0
11	largely	largely	ADV	10
12	unchanged	unchanged	ADJ	10
13	,	,	PUNCT	12
14	I	I	PRON	16
15	will	will	AUX	16
16	continue	continue	VERB	12
17	doing	do	VERB	16
18	much	much	ADV	21
19	the	the	DET	21
20	same	same	ADJ	21
21	work	work	NOUN	17
22	as	as	SCONJ	25
23	I	I	PRON	25
24	have	have	AUX	25
25	described	describe	VERB	16
26	above	above	ADV	25
27	-	-	PUNCT	16
28	with	with	ADP	31
29	the	the	DET	31
30	new	new	ADJ	31
31	goal	goal	NOUN	16
32	of	of	ADP	39
33	successful	successful	ADJ	39
34	1.1	1.1	NUM	39
35	,	,	PUNCT	34
36	1.5	1.5	NUM	34
37	and	and	CONJ	34
38	2.0	2.0	NUM	34
39	releases	release	NOUN	31
40	.	.	PUNCT	12

# sentence-text: I remain devoted full-time to the advancement of Firefox, the Mozilla platform and web browsing in general.
1	I	I	PRON	2
2	remain	remain	VERB	0
3	devoted	devoted	ADJ	2
4	full	full	ADJ	6
5	-	-	PUNCT	6
6	time	time	NOUN	3
7	to	to	ADP	9
8	the	the	DET	9
9	advancement	advancement	NOUN	3
10	of	of	ADP	11
11	Firefox	Firefox	PROPN	9
12	,	,	PUNCT	11
13	the	the	DET	15
14	Mozilla	Mozilla	PROPN	15
15	platform	platform	NOUN	11
16	and	and	CONJ	11
17	web	web	NOUN	18
18	browsing	browsing	NOUN	11
19	in	in	ADP	20
20	general	general	ADJ	18
21	.	.	PUNCT	3

# sentence-text: He also announced this in January:
1	He	he	PRON	3
2	also	also	ADV	3
3	announced	announce	VERB	0
4	this	this	PRON	3
5	in	in	ADP	6
6	January	January	PROPN	3
7	:	:	PUNCT	3

# sentence-text: Welcome Darin!
1	Welcome	welcome	INTJ	0
2	Darin	Darin	PROPN	1
3	!	!	PUNCT	1

# sentence-text: I just want to extend a big "Welcome!" to Darin Darin Fisher who joined me at Google this week.
1	I	I	PRON	3
2	just	just	ADV	3
3	want	want	VERB	0
4	to	to	PART	5
5	extend	extend	VERB	3
6	a	a	DET	9
7	big	big	ADJ	9
8	"	"	PUNCT	9
9	Welcome	welcome	NOUN	5
10	!	!	PUNCT	9
11	"	"	PUNCT	9
12	to	to	ADP	15
13	Darin	Darin	PROPN	15
14	Darin	Darin	PROPN	15
15	Fisher	Fisher	PROPN	5
16	who	who	PRON	17
17	joined	join	VERB	15
18	me	I	PRON	17
19	at	at	ADP	20
20	Google	Google	PROPN	17
21	this	this	DET	22
22	week	week	NOUN	17
23	.	.	PUNCT	3

# sentence-text: 2005 is going to rock!
1	2005	2005	NUM	3
2	is	be	AUX	3
3	going	go	VERB	0
4	to	to	PART	5
5	rock	rock	VERB	3
6	!	!	PUNCT	3

# sentence-text: Darin Fisher wrote this response on January 25, 2005:
1	Darin	Darin	PROPN	2
2	Fisher	Fisher	PROPN	3
3	wrote	write	VERB	0
4	this	this	DET	5
5	response	response	NOUN	3
6	on	on	ADP	7
7	January	January	PROPN	3
8	25	25	NUM	7
9	,	,	PUNCT	7
10	2005	2005	NUM	7
11	:	:	PUNCT	3

# sentence-text: Me and the big "G"
1	Me	I	PRON	0
2	and	and	CONJ	1
3	the	the	DET	6
4	big	big	ADJ	6
5	"	"	PUNCT	6
6	G	G	PROPN	1
7	"	"	PUNCT	6

# sentence-text: Following on the heels of Ben's annoucement yesterday, I thought I'd post that I have joined Google as well.
1	Following	follow	VERB	4
2	on	on	ADP	4
3	the	the	DET	4
4	heels	heel	NOUN	12
5	of	of	ADP	8
6	Ben	Ben	PROPN	8
7	's	's	PART	6
8	annoucement	annoucement	NOUN	4
9	yesterday	yesterday	NOUN	8
10	,	,	PUNCT	12
11	I	I	PRON	12
12	thought	think	VERB	0
13	I	I	PRON	15
14	'd	would	AUX	15
15	post	post	VERB	12
16	that	that	SCONJ	19
17	I	I	PRON	19
18	have	have	AUX	19
19	joined	join	VERB	15
20	Google	Google	PROPN	19
21	as	as	ADV	19
22	well	well	ADV	21
23	.	.	PUNCT	12

# sentence-text: Like Ben, I will still be very much involved with the Mozilla project and community :-)
1	Like	like	ADP	2
2	Ben	Ben	PROPN	10
3	,	,	PUNCT	10
4	I	I	PRON	10
5	will	will	AUX	10
6	still	still	ADV	10
7	be	be	VERB	10
8	very	very	ADV	9
9	much	much	ADV	10
10	involved	involved	ADJ	0
11	with	with	ADP	14
12	the	the	DET	14
13	Mozilla	Mozilla	PROPN	14
14	project	project	NOUN	10
15	and	and	CONJ	14
16	community	community	NOUN	14
17	:-)	:-)	SYM	10

# sentence-text: Posted by darin
1	Posted	post	VERB	0
2	by	by	ADP	3
3	darin	darin	PROPN	1

# sentence-text: Ben made another announcement on March 28, 2005:
1	Ben	Ben	PROPN	2
2	made	make	VERB	0
3	another	another	DET	4
4	announcement	announcement	NOUN	2
5	on	on	ADP	6
6	March	March	PROPN	2
